week_start_date,ndvi_ne,ndvi_nw,ndvi_se,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
2000-07-01,0.19288570000000002,0.13225710000000002,0.3408857,25.41,296.74,295.184285714,307.3,293.1,43.19,92.4185714286,26.4,10.775,32.5,20.7,3.0,0
2000-07-08,0.2168333,0.2761,0.28945709999999997,60.61,296.63428571400004,295.358571429,306.6,291.1,46.0,93.5814285714,26.9,11.566666666700002,34.0,20.8,55.6,0
2000-07-15,0.1767571,0.1731286,0.20411429999999997,55.52,296.41571428599997,295.622857143,304.5,292.6,64.77,95.84857142860001,26.8,11.4666666667,33.0,20.7,38.1,0
2000-07-22,0.2277286,0.14542860000000002,0.2542,5.6,295.357142857,292.797142857,303.6,288.6,23.96,87.2342857143,25.7666666667,10.5333333333,31.5,14.7,30.0,0
2000-07-29,0.3286429,0.3221286,0.25437139999999997,62.76,296.432857143,293.957142857,307.0,291.5,31.8,88.1614285714,26.6,11.48,33.3,19.1,4.0,0
2000-08-05,0.2055286,0.1907571,0.2316714,16.24,297.19142857099996,291.72571428599997,306.2,288.5,1.0,74.72857142859999,25.34,10.94,32.0,17.0,11.5,0
2000-08-12,0.3124857,0.3299857,0.38058569999999997,89.37,297.32,293.821428571,308.8,292.1,26.68,83.27571428569999,27.0166666667,11.65,34.0,19.9,72.9,0
2000-08-19,0.3841333,0.39224000000000003,0.34178000000000003,42.08,297.627142857,293.992857143,307.9,290.6,16.9,82.49,26.5833333333,10.3166666667,33.0,20.5,50.1,0
2000-08-26,0.4081571,0.3221571,0.40671430000000003,49.22,298.238571429,292.904285714,310.1,291.3,5.59,74.74,26.9,13.4,34.0,19.0,89.2,0
2000-09-02,0.33204290000000003,0.3210571,0.3146143,53.65,299.218571429,293.472857143,310.5,292.9,16.07,74.1514285714,27.116666666700002,12.2666666667,34.0,20.0,78.0,0
2000-09-09,0.2955857,0.2956833,0.3122143,23.12,300.802857143,290.635714286,312.8,291.5,2.5,57.7871428571,28.366666666700002,12.9,35.8,21.7,56.9,1
2000-09-16,0.2846571,0.3097571,0.3878833,34.62,299.858571429,293.64,310.7,292.3,4.1,71.66,27.425,12.775,34.5,20.5,18.9,0
2000-09-23,0.3488143,0.2957167,0.4048429,97.55,297.435714286,292.707142857,310.2,288.3,3.2,77.4871428571,27.5333333333,12.566666666700002,36.0,20.5,104.2,0
2000-09-30,0.17568570000000003,0.09948333,0.2257143,95.89,299.35571428599997,293.217142857,310.8,290.0,2.6,71.4628571429,27.15,12.175,34.0,20.5,57.9,0
2000-10-07,0.33754,0.2769429,0.2775,46.22,298.372857143,294.664285714,309.8,292.7,16.6,82.3714285714,26.7,11.675,34.0,20.0,63.0,0
2000-10-14,0.22353330000000002,0.1339143,0.3498,31.1,298.474285714,294.592857143,309.2,291.9,21.9,81.5228571429,27.657142857100002,11.3,34.0,21.0,3.0,1
2000-10-21,0.2748,0.1870571,0.3739429,25.21,299.211428571,294.007142857,311.8,292.3,9.9,75.54,27.775,12.275,36.0,21.0,45.2,1
2000-10-28,0.3673,0.30555,0.45538,49.25,299.541428571,294.708571429,310.2,291.9,23.3,76.94142857140001,28.0,12.4666666667,34.6,20.0,57.9,0
2000-11-04,0.2951,0.21151999999999999,0.3044,67.64,299.44,295.27428571400003,312.2,292.4,20.2,79.4285714286,27.6,12.333333333299999,35.5,21.1,7.1,0
2000-11-11,0.2713667,0.15156670000000003,0.34725,51.83,300.74857142900004,295.28,310.4,294.3,19.2,74.8028571429,28.175,12.25,35.2,21.5,13.5,0
2000-11-18,0.09993333,0.03586,0.1954857,39.25,301.637142857,294.232857143,311.8,294.2,3.6,67.1857142857,29.025,13.1,36.4,21.7,0.0,0
2000-11-25,0.16998329999999998,0.2893,0.3009833,55.91,300.872857143,293.06,311.1,293.6,11.2,66.0428571429,27.7,11.35,36.5,21.5,14.7,0
2000-12-02,0.2519714,0.2538,0.3235143,20.65,299.23,294.717142857,310.0,293.5,14.5,78.88571428569999,27.05,11.575,34.2,21.0,19.0,0
2000-12-09,0.1658333,0.18241429999999997,0.2545667,24.53,300.242857143,293.305714286,312.2,292.0,1.7,68.5571428571,28.0,12.0,34.0,22.0,0.8,0
2000-12-16,0.3387857,0.31682859999999996,0.3503429,111.06,298.757142857,294.52,311.4,291.9,48.76,80.4085714286,26.616666666700002,9.65,33.8,21.0,67.2,1
2000-12-23,0.2650143,0.16905710000000002,0.23486669999999998,3.9,300.411428571,291.092857143,311.2,294.6,5.7,60.641428571400006,28.2,12.2833333333,35.0,21.0,0.0,0
2001-01-01,0.2547143,0.2285286,0.2505857,59.11,297.958571429,296.99,305.5,293.2,64.6,94.9557142857,27.3333333333,11.0,33.3,21.8,38.9,0
2001-01-08,0.3021333,0.20351670000000002,0.2674333,69.85,298.044285714,294.345714286,309.8,292.5,22.98,82.3471428571,27.0,11.225,33.2,20.7,59.9,0
2001-01-15,0.17475710000000003,0.1033167,0.2582429,149.71,298.36857142900004,295.06142857099996,308.7,294.0,24.92,84.1757142857,27.05,10.9,33.0,20.5,52.0,0
2001-01-22,0.2376,0.1912667,0.12585710000000003,50.02,295.722857143,294.594285714,301.8,292.3,88.03,94.05714285709999,25.7166666667,9.433333333330001,31.2,20.0,166.9,0
2001-01-29,0.3415,0.2606667,0.3293857,87.18,295.297142857,294.411428571,302.2,292.2,80.95,95.40714285709998,26.4333333333,9.666666666669999,33.0,20.0,147.8,0
2001-02-05,0.2335857,0.161,0.1966143,31.93,295.511428571,293.408571429,303.6,292.5,16.4,89.08,27.35,10.025,34.2,21.7,3.3,0
2001-02-12,0.15541429999999998,0.13501670000000002,0.1485286,66.84,295.37,294.43857142900004,304.4,292.3,37.96,94.8842857143,26.3,8.95,33.0,21.0,83.1,0
2001-02-19,0.1353714,0.0823,0.12975710000000001,16.17,296.07,294.73,304.4,290.6,34.18,92.84285714290002,26.9333333333,10.0,33.2,21.0,38.1,0
2001-02-26,0.30764,0.2282167,0.2245,47.14,297.038571429,295.767142857,305.1,293.7,26.96,93.3142857143,26.56,9.48,33.2,20.5,21.1,0
2001-03-05,0.18204289999999998,0.289,0.20687139999999998,118.07,297.61857142900004,296.46,305.8,294.8,83.89,94.09285714290002,27.2,10.15,33.3,20.0,87.1,0
2001-03-12,0.20538330000000002,0.1769,0.2063571,74.34,296.79,295.544285714,309.3,292.8,195.2,94.0942857143,27.05,12.1,34.2,20.0,39.9,0
2001-03-19,0.18834289999999998,0.1950333,0.1635429,90.35,298.701428571,295.157142857,309.7,293.2,32.6,82.80142857140001,27.4333333333,11.433333333299998,34.1,20.0,70.8,0
2001-03-26,0.16238,0.15081670000000003,0.09465714,94.06,296.852857143,296.078571429,303.2,292.8,304.52,95.9242857143,27.05,10.95,34.2,20.0,80.0,0
2001-04-02,0.2678143,0.3126429,0.2615,86.46,296.305714286,295.695714286,305.5,292.9,91.43,96.7371428571,27.16,10.98,35.0,20.5,46.2,0
2001-04-09,0.3827571,0.37097140000000006,0.3438857,80.82,297.17571428599996,296.13,305.5,292.1,110.1,94.6028571429,26.46,11.66,34.0,19.5,120.1,0
2001-04-16,0.3125429,0.28221430000000003,0.2621286,77.73,297.062857143,295.98571428599996,305.1,292.8,120.32,94.6157142857,27.34,11.04,33.5,20.4,45.3,1
2001-04-23,0.2456143,0.2148429,0.27337140000000004,78.01,297.961428571,295.428571429,307.8,293.2,78.3,88.14857142860001,27.633333333299998,10.933333333299998,34.3,21.0,14.9,0
2001-04-30,0.2540143,0.179,0.31282859999999996,94.77,297.285714286,295.74,305.6,293.1,103.87,92.19285714290001,27.625,11.325,35.2,20.5,51.0,0
2001-05-07,0.2664571,0.1886,0.1962,45.56,297.135714286,296.332857143,305.1,292.1,85.9,95.82,26.6,8.8,32.7,21.4,66.0,0
2001-05-14,0.3153429,0.31965,0.2627,74.08,297.297142857,296.99,305.6,294.7,80.3,98.34142857139999,27.8571428571,6.04285714286,32.5,24.4,0.0,0
2001-05-21,0.2985857,0.37966669999999997,0.1842429,70.81,296.922857143,295.827142857,305.6,293.0,53.1,94.71,27.4333333333,11.933333333299998,34.2,20.5,64.1,1
2001-05-28,0.2999429,0.3029429,0.3187143,90.07,296.845714286,295.18,304.8,291.8,20.3,91.4657142857,27.25,12.65,34.8,20.5,32.0,1
2001-06-04,0.36356669999999996,0.18191429999999997,0.2539714,126.46,296.69142857099996,294.46,307.6,291.5,30.63,89.4871428571,26.866666666700002,10.733333333300001,34.0,19.8,17.0,0
2001-06-11,0.3170833,0.2989667,0.2198714,47.13,295.482857143,294.341428571,302.6,291.9,95.06,94.0171428571,26.88,10.68,33.4,20.0,37.1,0
2001-06-18,0.1041,0.10824289999999999,0.05965714,53.93,296.0,293.647142857,305.2,291.0,13.45,88.1714285714,26.4,10.05,33.2,20.5,9.9,1
2001-06-25,0.1923,0.2752857,0.3164571,1.22,294.845714286,290.57285714299996,306.1,288.4,1.82,79.3228571429,28.6285714286,6.75714285714,32.3,17.1,31.0,0
2001-07-02,0.22908330000000002,0.1932667,0.2704571,52.1,295.79571428599996,292.75285714299997,305.0,291.3,23.6,84.8571428571,26.5,11.3666666667,33.2,20.0,70.1,0
2001-07-09,0.3597167,0.3110571,0.2649857,39.09,295.80857142900004,293.43857142900004,307.2,290.3,16.7,88.3228571429,27.35,10.95,33.5,19.5,22.3,0
2001-07-16,0.3195,0.2050857,0.1947429,52.05,297.555714286,294.11571428599996,307.9,291.1,18.0,84.2457142857,26.7666666667,10.0666666667,32.8,21.0,36.8,0
2001-07-23,0.2911571,0.2526333,0.2182,54.52,296.815714286,294.991428571,306.0,292.0,38.29,90.8142857143,27.366666666700002,11.4,34.0,21.2,25.2,0
2001-07-30,0.23711669999999999,0.1956167,0.1883143,27.97,297.291428571,293.452857143,308.1,289.8,9.71,82.2257142857,26.52,10.88,34.0,18.4,10.9,0
2001-08-06,0.20075710000000002,0.2377286,0.2236429,0.0,298.537142857,291.387142857,308.7,291.0,0.2,66.66428571430001,27.1,12.175,33.5,17.8,49.0,0
2001-08-13,0.2821714,0.2735571,0.2658571,5.14,298.395714286,292.02428571400003,309.7,292.0,0.0,69.4757142857,27.125,12.25,33.4,20.0,18.0,0
2001-08-20,0.2407571,0.1931143,0.2063429,9.97,298.44,294.017142857,308.8,291.7,30.1,78.3885714286,27.6,11.68,34.2,20.0,47.9,0
2001-08-27,0.2280714,0.19998570000000002,0.23314290000000001,47.58,298.75142857099996,293.72571428599997,311.2,293.0,16.9,76.9557142857,27.2,12.4666666667,35.2,20.0,31.0,0
2001-09-03,0.30695,0.2410286,0.1908714,44.45,298.69142857099996,294.905714286,311.2,291.7,39.8,81.9871428571,27.375,12.15,34.3,20.8,35.1,0
2001-09-10,0.3084571,0.2503143,0.2983,36.2,298.66571428599997,294.122857143,311.5,290.9,19.6,78.9571428571,27.375,11.525,35.2,20.1,41.9,0
2001-09-17,0.3533143,0.34397140000000004,0.35867140000000003,66.4,297.962857143,294.597142857,309.0,292.9,65.54,84.0328571429,27.525,12.75,35.0,20.2,69.0,0
2001-09-24,0.33467140000000006,0.3886143,0.2854,26.48,298.707142857,294.29571428599996,310.4,291.7,21.9,79.3657142857,27.25,11.925,33.4,20.3,13.2,0
2001-10-01,0.3343857,0.2712857,0.2416857,63.42,299.547142857,294.768571429,311.0,291.8,32.6,78.33,28.3,13.34,35.5,20.4,14.2,0
2001-10-08,0.4202857,0.3819571,0.4438,58.75,299.158571429,293.812857143,312.3,290.8,12.3,74.4185714286,28.525,12.475,36.8,21.8,30.9,0
2001-10-15,0.3102,0.29712859999999996,0.3454857,77.89,300.30857142900004,294.214285714,312.9,292.4,49.2,72.1628571429,27.633333333299998,12.5333333333,36.7,20.0,159.0,0
2001-10-22,0.1244833,0.2392667,0.1845,77.15,298.58428571400003,296.607142857,310.6,293.9,114.36,90.2657142857,28.0666666667,11.9666666667,35.0,21.0,89.1,0
2001-10-29,0.2108857,0.2075667,0.2066143,83.53,298.341428571,295.305714286,308.8,292.0,46.46,85.5728571429,27.64,10.38,35.8,21.5,76.0,0
2001-11-05,0.3581429,0.2793429,0.30597140000000006,34.54,298.51428571400004,296.195714286,309.7,292.5,164.74,89.0042857143,27.525,11.025,34.4,21.3,35.1,0
2001-11-12,0.2773286,0.2303,0.2773,61.82,298.847142857,296.198571429,310.5,294.0,181.2,87.48142857139999,28.44,10.18,34.5,21.0,43.9,0
2001-11-19,0.3297,0.3304167,0.3406429,65.89,299.12,296.75285714299997,309.5,294.2,56.3,88.83714285709999,27.575,11.575,33.7,20.8,31.0,1
2001-11-26,0.3015,0.3613,0.30557140000000005,47.46,298.555714286,295.81142857099996,310.0,294.4,31.5,87.3771428571,28.2333333333,11.666666666700001,35.3,21.8,12.2,1
2001-12-03,0.3250571,0.2264714,0.2992571,46.86,298.754285714,295.981428571,308.5,294.6,158.5,87.24,28.425,11.65,35.5,21.2,23.1,1
2001-12-10,0.3260333,0.2355333,0.31557140000000006,138.22,298.245714286,297.5,305.8,293.9,72.94,96.1185714286,27.84,10.96,35.0,21.0,75.0,2
2001-12-17,0.2229429,0.2240714,0.2128143,43.95,298.564285714,297.211428571,309.3,295.1,85.9,93.94714285709999,27.075,9.5,32.9,21.0,57.9,4
2001-12-24,0.29818890000000003,0.3380778,0.2887889,100.72,298.238571429,297.511428571,306.7,294.7,109.64,96.3557142857,27.35,8.65,33.3,22.0,25.1,1
2002-01-01,0.40572859999999994,0.3484,0.3686429,70.16,297.13285714299997,296.06,304.5,292.5,109.8,94.5885714286,27.95,9.45,33.2,23.0,45.3,4
2002-01-08,0.3275833,0.3759167,0.41026670000000004,64.79,300.012857143,294.912857143,309.8,294.8,5.5,76.6028571429,28.9666666667,11.933333333299998,35.4,21.0,7.1,11
2002-01-15,0.24108569999999999,0.14565,0.27802859999999996,22.77,299.877142857,294.60571428599997,309.4,291.8,4.7,75.2042857143,28.8,12.7666666667,36.0,22.0,5.0,16
2002-01-22,0.1041286,0.1483286,0.1121857,121.07,298.91571428599997,295.11,308.7,293.2,19.91,81.5271428571,27.94,11.8,35.8,21.0,18.0,23
2002-01-29,-0.019300000000000005,0.056716665,0.14663569999999998,59.4,296.858571429,296.137142857,304.2,294.1,43.12,96.2671428571,26.3,9.7,32.5,20.8,120.2,12
2002-02-05,0.18491670000000002,0.1733286,0.16874289999999997,4.68,295.912857143,295.231428571,304.2,292.0,69.96,96.6414285714,26.625,9.725,34.0,20.8,70.4,14
2002-02-12,0.29197140000000005,0.2241429,0.3051,104.37,297.847142857,296.544285714,304.7,294.5,33.3,93.4385714286,27.85,10.725,33.6,20.8,62.8,18
2002-02-19,0.1288,0.12243330000000001,0.09594286,37.46,297.695714286,296.122857143,305.5,293.9,49.43,92.05,27.02,9.78,33.5,21.0,14.0,8
2002-02-26,0.1162,0.17874289999999998,0.08991429,80.14,297.062857143,296.51428571400004,305.0,294.5,201.2,97.15714285709998,26.7,9.6,32.2,20.5,47.6,7
2002-03-05,0.3183667,0.2556,0.266,92.84,298.54,296.698571429,308.8,294.5,160.1,91.2214285714,27.85,13.2,35.7,21.0,48.3,10
2002-03-12,0.2483857,0.1795,0.2698143,41.96,298.358571429,296.238571429,309.2,293.8,46.9,89.7785714286,26.95,10.45,34.5,21.6,9.1,7
2002-03-19,0.2265857,0.2483333,0.2302,61.18,297.951428571,296.81,305.8,294.1,92.4,94.16571428569999,26.95,11.775,33.3,20.6,76.8,10
2002-03-26,0.2127857,0.27455,0.1987,110.42,296.407142857,296.108571429,303.6,293.9,127.9,98.4571428571,26.1,10.3,32.3,20.7,49.0,5
2002-04-02,0.19708,0.29622859999999995,0.1805,94.01,297.174285714,296.741428571,303.9,294.5,122.3,97.77571428569999,27.3,10.4,32.5,20.2,20.1,11
2002-04-09,0.2698286,0.19681429999999997,0.2025857,75.98,296.862857143,296.351428571,303.3,294.1,187.8,97.2442857143,26.3,9.4,31.4,20.8,13.0,8
2002-04-16,0.26935,0.2121571,0.1889286,109.49,297.76428571400004,296.31,305.0,294.4,49.8,92.6157142857,27.2,13.0,34.6,20.3,33.45,18
2002-04-23,0.2678429,0.2614143,0.2485,45.59,297.58428571400003,296.63142857099996,305.2,293.9,96.1,95.2514285714,27.2666666667,10.7,33.3,21.7,53.9,13
2002-04-30,0.1703571,0.1418286,0.1977286,60.05,297.408571429,296.222857143,303.8,292.8,52.6,93.8457142857,27.383333333350002,11.112499999999999,33.5,21.2,1.0,9
2002-05-07,0.2272571,0.17824289999999998,0.1773857,101.3,297.35571428599997,296.444285714,304.4,293.0,66.85,95.22,27.5,11.525,34.0,21.3,25.4,22
2002-05-14,0.1338,0.1096333,0.2196143,46.79,296.784285714,296.221428571,303.7,293.9,93.4,97.24285714290001,26.866666666700002,9.7,32.3,20.8,543.3,10
2002-05-21,0.1921143,0.1776429,0.23085709999999998,51.25,297.05,296.02428571400003,306.2,292.7,32.3,94.80428571430001,27.7,12.15,33.8,20.8,9.1,5
2002-05-28,0.1764571,0.17491429999999997,0.18815710000000002,41.54,297.55714285700003,296.271428571,305.9,292.4,58.02,93.78857142860001,26.325,9.775,32.3,20.8,146.7,13
2002-06-04,0.3204714,0.2780857,0.2377286,72.76,296.267142857,295.23571428599996,305.3,291.5,19.12,94.3457142857,27.3,11.6333333333,34.3,20.7,28.0,2
2002-06-11,0.3862667,0.2591333,0.3284143,69.62,297.257142857,296.107142857,305.8,293.4,39.48,94.1442857143,27.8,11.5,34.0,20.7,1.0,11
2002-06-18,0.2212714,0.17351429999999998,0.2119714,39.16,296.80714285700003,293.87142857099997,306.4,288.4,22.95,85.7371428571,26.2333333333,8.73333333333,33.0,18.8,31.0,11
2002-06-25,0.17917139999999998,0.2791,0.1326143,3.18,295.80857142900004,292.147142857,305.3,290.0,14.1,82.1671428571,26.15,10.8,32.6,18.6,7.1,3
2002-07-02,0.10154289999999999,0.1266,0.11935710000000001,3.27,294.635714286,291.794285714,305.1,287.4,6.2,85.5657142857,26.275,9.5,32.6,20.7,5.1,7
2002-07-09,0.21602,0.2350667,0.1511857,5.71,295.88285714299997,292.95,307.1,291.2,8.7,85.6728571429,26.133333333299998,10.633333333300001,32.3,20.3,26.3,7
2002-07-16,0.10804289999999998,0.07298571,0.11122860000000001,63.0,296.44285714299997,293.327142857,306.3,290.6,8.3,84.6685714286,25.4,9.0,30.1,20.1,0.0,4
2002-07-23,0.2225,0.2631,0.2489857,65.55,296.875714286,293.422857143,307.4,288.3,12.41,83.4971428571,27.8,11.6,33.6,19.5,68.1,5
2002-07-30,0.3870143,0.2601714,0.34927140000000007,89.93,297.161428571,294.624285714,308.5,292.8,23.33,87.0342857143,26.7,11.14,33.8,19.3,35.6,6
2002-08-06,0.3041167,0.2788429,0.3074571,14.34,296.79571428599996,292.674285714,308.0,289.1,5.44,80.47,27.25,12.8,34.0,20.2,0.0,7
2002-08-13,0.37715709999999997,0.3059,0.2884,9.81,298.304285714,291.678571429,308.9,290.8,1.7,69.06,27.8333333333,12.2333333333,35.1,20.6,7.1,7
2002-08-20,0.345425,0.31354,0.29505,31.71,296.184285714,292.451428571,308.6,288.8,5.61,82.1414285714,27.616666666649998,11.69166666665,33.1,20.8,70.6,4
2002-08-27,0.3045429,0.2694429,0.2508571,38.8,298.412857143,293.874285714,310.3,291.6,10.7,77.7657142857,27.4,11.15,35.1,20.9,24.1,9
2002-09-03,0.2290143,0.1319714,0.2494571,81.85,299.395714286,294.531428571,310.5,293.9,13.1,77.0828571429,27.4,10.475,33.3,21.7,17.0,17
2002-09-10,0.3075429,0.2941714,0.3234,25.36,299.015714286,293.211428571,310.0,290.0,3.2,73.1414285714,28.2333333333,13.2333333333,35.9,19.9,89.9,8
2002-09-17,0.3274143,0.3472571,0.33867140000000007,11.49,300.32,292.271428571,311.2,291.8,0.8,64.6885714286,28.9,12.7,36.6,21.5,0.8,22
2002-09-24,0.2379833,0.30842859999999994,0.2681143,38.56,299.238571429,294.414285714,312.6,291.5,41.1,79.5628571429,27.9,12.2,36.0,20.4,86.9,18
2002-10-01,0.2721143,0.17936670000000002,0.3142429,70.98,299.654285714,293.814285714,313.2,291.8,24.1,74.25,29.2,14.1333333333,37.7,21.7,74.2,21
2002-10-08,0.37815,0.3857833,0.2314286,70.22,298.717142857,295.661428571,310.6,293.4,34.4,85.1371428571,28.075,11.45,34.6,21.8,79.8,16
2002-10-15,0.1992714,0.1592429,0.2581286,21.96,298.297142857,295.585714286,308.8,292.1,40.7,86.9985714286,28.0,11.6333333333,34.2,22.0,4.5,31
2002-10-22,0.2278714,0.21445709999999998,0.2997714,48.94,297.331428571,294.961428571,304.5,292.5,35.4,87.71714285709999,27.95,10.3,36.0,21.8,167.8,25
2002-10-29,0.3290857,0.2862143,0.2940571,89.77,298.518571429,296.9,307.3,294.9,39.7,91.94428571430001,28.125,10.65,34.1,22.5,34.1,28
2002-11-05,0.3071429,0.27695,0.2879286,95.47,297.537142857,296.637142857,306.5,293.9,124.2,95.2857142857,28.3,11.0,33.8,22.6,63.9,26
2002-11-12,0.2368333,0.2021571,0.20951430000000001,91.36,297.16571428599997,296.32285714299996,306.6,293.9,91.33,96.04714285709998,27.6,10.7,33.6,21.4,212.6,18
2002-11-19,0.2506143,0.27913330000000003,0.2156333,61.69,297.375714286,296.781428571,305.9,294.4,85.8,96.84,27.35,8.9,33.5,21.7,77.0,27
2002-11-26,0.31092859999999994,0.28522859999999994,0.29072859999999995,60.15,298.35,297.07285714299996,309.5,292.0,56.92,93.3957142857,28.1,10.55,34.0,22.0,17.2,11
